스킬ID,스킬
26473,솔로탈출 새로운 인연은 언제 나타날까🙏🏻
36419,[깜짝 타임세일A] 내 사주 속 최고의 겉궁합 VS 속궁합 상대는?
34590,꼭!! 들어야 할 수호령이 나에게 던지는 메시지🧧
18301,{{이름}}[[이의/의]] 8월 종합운
35795,짝사랑: 그 사람 내게 관심 있을까
34388,그 사람의 4가지 진심과 곧 생기는 일
39593,[궁합도] 놓치면 안 될 3번의 기회 1+1 이벤트
39591,[깜짝 타임세일] 이별리셋 패키지: 전애인 후폭풍 + 재회운
40777,속마음타로: 이건 짝사랑일까요? 상대방은 어떤 마음일까요?
26023,(연속구매 할인) 자녀 성공운: 20대에 연봉 1억 만드는 법
25798,그 사람은 내 SNS를 염탐할까?
32062,곧 나에게 다가와 내맘을 채워줄 사랑
25598,내가 앞으로 만나게 될 사람은?
36662,나를 향한 그 사람의 생각(총3500자)💋✨#아이비스타로
33628,"나의 솔탈 상대는? 외모, 성격, 언제, 어디서"
35993,짝사랑: 결국 그 사람도 날 좋아할까?
34309,💜우리 이별은 이대로 끝 일까요? #샐리타로
33448,올해 안에는 애인 생길까?
29200,심층 궁합: 그 사람과 사귀면 어떨까? | 그대들의 센세
26462,그 사람은 날 어떻게 생각하지?
30948,그대도 날 보면 나만큼 설레이나요?
19292,2022년 신년운세 보고서 (비트윈)
33518,"나의 솔탈은 언제, 누구와 할까?"
-,[스킬 정보 없음] 블록: 정식하반기_애정운부적_무료 (블록 ID: 552705)
30947,나의 다음 연애는 언제 어디서 어떻게 시작될까?
36121,"오늘🤗연애운❤️: 오늘의 연애운 😍❤️‍🔥 어떤 인연이 들어올까? #솔로 #썸 #커플 #짝사랑 #이별 모두 (1카드, 1500자, 40하트)"
40213,날 보고 싶어 할까? 먼저 다가올까?
-,[스킬 정보 없음] 블록: 속마음 시작_푸시용 (블록 ID: 427918)
32967,솔로 연애운에서 결혼운까지
35277,[짝사랑] 인연으로 이어질까?
35008,재회운: 속마음과 재회 가능성 풀이
34716,"그 사람은 나와 연인이 되고 싶을까요?(속마음,재회)🎎#아이비스"
-,[스킬 정보 없음] 블록: 관계_확인 후 고르기 (블록 ID: 315616)
29722,우리 궁합 잘 맞을까?
32925,지금 그 사람은 나에게 호감을 느낄까?
28138,미래 연인의 생김새
26193,나랑 밀당하는 그 사람의 속마음은 뭘까?!
35263,지금 날 좋아하는 사람의 나이는?
-,[스킬 정보 없음] 블록: 2022신년운세_건강운부적_무료 (블록 ID: 573681)
29389,(추천할인) 내 사주 속 최고의 겉궁합 vs 속궁합 상대는?
35437,"[재회운] 이별, 재회 어떻게 해야 할까?"
29201,그 사람과 내가 결혼할 확률은? | 그대들의 센세
34599,그 사람의 결정적 행동 + 그로 인한 관계 변화
27089,3개월 내로 솔로탈출을 할 수 있을까?
35203,그 사람 재회 속마음
33262,구독자 100만 유튜버로 성공하기 프리패스
34278,그 사람 속마음 뒤 숨겨진 진심은?
28267,그 남자 탐구 영역 👀 성격부터 연애까지 꿰뚫어보기!
38367,[깜짝 타임세일] 2024년 갑진년 신년운세: 합격과 커리어
33285,조만간 {{이름}}님에게 다가올 사랑은?!
27483,단 한장으로 알아보는 재회운 우리의 재회운은 몇 % 일까?
24835,(라마마 결제)내 사주의 연애와 결혼: 운명의 두 사람
26613,나의 다음 운명의 상대는 어떤사람일까?
35271,짝사랑 결말: 날 좋아할까?
34147,지금 날 미치도록 원하는 사람은?
28534,✨고민해결책 YES OR NO✨ 1장 🧚🏻‍♀️
35999,짝사랑: 계속 좋아해도 될까?
35230,궁합과 미래: 그 사람과 어떤 관계가 될까
30702,3년후 나의 모습
27085,짝사랑 이루어질까? | 미나상
35267,4가지 관점으로 보는 진짜 속마음
27447,당신의 인연을 찾아드릴게요 👩🏻‍❤️‍👨🏻
42228,"☸️아픈 선택: 삼각 관계속, 상대방은 누구를 선택하게 될까?(3200자~)"
35264,"이별, 재회 어떤 선택을 해야 할까?"
27838,"[결혼] 앞으로 3년, 결혼운이 가장 좋은 시기💖"
37312,당신이 계속 몰랐으면 하는 원래 그 사람의 본심☘️🥀#팩트폭력타로
29059,이사람과 결혼해도 될까?
37878,그사람과 나의 시크릿(비밀)🔒🔑(3330자)😎 #타로라포
32659,🌸그대라는 행운 (상대방 속마음)🌸#타로라포
26225,"이번 봄, 새로운 이성의 등장!"
34381,그 사람이 할 단계별 행동은?
23993,신이 있으면 울리는 알람!
44767,🙏그사람은 앞으로 나와 어떻게 하고 싶은 걸까?(3300~)❤️
44932,아직 내게 마음이 남아있을까?
40246,[주간] 이번 주 {{이름}}님을 향한 그 사람의 속마음은..?!
25844,"그 사람과 나, 썸 탈 수 있을까?"
27091,두근두근  다음 연애상대
25842,썸남썸녀. 그  사람의 속마음은?
34390,"그 사람 지금, 내게 어떤 마음일까?"
26807,오늘 재회 확률은 몇 %일까?
21403,[이상형 투표 전용] 내 운명의 상대
36880,우리 진짜 끝일까...?
-,[스킬 정보 없음] 블록: 연애자존감_인트로 (블록 ID: 849173)
26134,Yes Or No 할까 말까 고민될 때!
26636,🥰나에게 반해버린 그 사람😍
31869,헤어진 그 사람과 다시 시작 할수 있을까요? 💔📆#디오타로 #재회
11235,휴학할까 말까
22097,[궁합 쿠폰 전용] 그 사람과 나의 속궁합
26137,슝~ 하고 날아온 {{이름}}[[이의/의]] 수호천사의 메시지
33323,그 사람과 다시 잘지낼 수 있을까?
38827,(업셀링) 2024년 신년운세 보고서
33638,재회VS뉴페💞현명한 선택은?
34739,🐉2024 🐉총운 미리보기_금전_애정_건강_일운_행운조언
35007,"솔탈, 언제 어디서 누구와 할까?"
39337,(업셀링_인생역전) 내 인생 언제 필까? 3번의 기회
40646,"보고 싶은 마음 : 지금 이순간, 그사람이 전하는 메세지(3200자~)"
26180,"너의 속마음, 알고 싶어."
-,[스킬 정보 없음] 블록: 사주궁합_인트로_기사용자할인 (블록 ID: 559367)
33592,"나와 끊어진 그사람, 도대체 무슨 마음일까?"
30117,1년 뒤 나에게서 온 메시지
34699,곧 일어날 일 + 그 사람의 진짜 진심은?
30093,내가 잡아야 하는 선물같은 기회
27724,2023년 하반기 운세 보고서_부적 1개
43810,"직장생활의 흐름, 대인관계"
26558,곧 나에게 고백할  썸남썸녀
-,[스킬 정보 없음] 블록: 팔자무게_계산완료_광고 (블록 ID: 498539)
33453,그 사람은 내 생각할까?
36984,2024년) 갑진년의 신년운세
50443,❤️‍🔥재회진단운_그 사람과 나의 재회가능성👼(2카드4988자)#재회타로 #재회 #연애타로
28900,[추천할인] 일생 풀이: 천운과 타고난 복(福)
34340,그 사람의 속마음과 진심 + 두 사람의 미래는?
34073,[Limited Offer] Who's My Future Partner?
32983,[인연운] 곧 나에게 다가올 사랑❗
34835,"⚖️간단결정운! 👩‍⚖️ 그 사람에게 다가갈까? 기다릴까? 🥹 💘 #커플 #썸 #짝사랑 #재회 모두 가능(4카드,5400자)"
29207,그 사람도 나에 대한 감정이 있을까?!
31875,그대의 마음 속에 난 어떤 감정으로 담겨있나요?
57604,[특별할인] 결혼 궁합: 부부 합과 결혼 후 모습
26648,"1개월, 당신의 행운과 횡재운"
-,[스킬 정보 없음] 블록: 솔넘버_기본 보고왔음 (블록 ID: 315570)
36815,[깜짝 타임세일] 그 사람과 나의 결혼 궁합
33021,🌸총4000자: 그대와 나의 하늘이 허락한 사랑🌸#타로라포
34138,<재회운> 네 마음 속엔 아직 내가 남아있니?
33495,[속마음] 그 사람과 연인💗 될 수...있을까??#디오타로
18301,{{이름}}[[이의/의]] 12월 종합운
35329,날 설레이게 하는 그 사람의 속마음💛
34071,"그 사람, 나를 얼마큼 좋아할까?"
21702,[행운 룰렛] 반드시 잡아야 할 내 인생의 귀인은?
40577,지금 나에게 다가오지 못하는 너는 어쩌려고 그러는 거니..?
34712,꼭 잡아야할 그 사람#인연운
33558,자꾸 떠오르는 그 사람..날 어떻게 생각할까?
-,[스킬 정보 없음] 블록: 행운성씨_인트로 (블록 ID: 458165)
33626,그 사람은 당신에게 이렇게 마음을 전할 거예요!
26006,"곧 나에게 나타날 두근두근, 썸의 시작!"
31567,헤어진 그 사람과 다시 만난다면_재회운
27480,곧 만나게될 인연은 바로 이런 사람 !
37771,짝사랑 속마음: 흐름과 결말
24761,[협력유통] D-DAY 타로: 솔로 탈출까지 며칠 남았을까? | 라망타로
18301,{{이름}}[[이의/의]] 10월 종합운
36286,⭐그 사람이 당신을 보며 한 결심⭐#팩트폭격타로
31931,🌸그사람이 말하는 내가 특별한 이유🌸#타로라포
32623,성공률200%새로운 인연을 만나는 장소
35279,속마음: 행동과 다른 진짜 진심은?
27905,재회한다면 어떨까
34315,걱정하는 문제 잘 해결 될까?
31237,올해 솔로탈출 가능할까?
26435,"나의 첫인상, 나의 이미지는?"
30313,그 사람은 날 어떻게 생각할까?
30248,연애를 잘하기 위한 개운방법은?
26168,💝 그 사람의 연애 MBTI는? 나를 좋아하게 만드는 밀당 방법 💝
25974,썸타는 그 사람의 속마음
35430,그 사람도 재회 고민 할까?
33595,너에게 숨긴 진짜 속마음은?
25777,힐링이 필요한 당신에게
26185,그 사람도 내마음과 같을까?
-,[스킬 정보 없음] 블록: 2022신년운세_소망운부적_무료 (블록 ID: 573687)
33685,"재회 가능성, 그 사람의 숨겨진 속마음"
36926,[재회] 그 사람 재회 원할까?
-,[스킬 정보 없음] 블록: 사주풀이_보강_기사용자할인푸시 (블록 ID: 537222)
-,[스킬 정보 없음] 블록: 연애지수 두 번 클릭_과금 (블록 ID: 180472)
-,[스킬 정보 없음] 블록: 택일 3가지_광고 (블록 ID: 1503885)
26165,♥  그사람의 속마음이 궁금해요 ~
27282,올해 새로운 인연을 만나게 될까?
2408,이별테스트 - 우리 헤어져야 할까?
19048,あの人は私を恋愛対象として見てる？
-,[스킬 정보 없음] 블록: 연도카드 이미봄 (블록 ID: 405938)
41203,[매력] 이성들이 보는 {{이름}}님의 매력!
33226,3개월 안에 새로운 연애운이 있을까?
46252,"<심층버전> 그 사람, 날 염탐하고 있을까?"
31375,연인 직장 동료 가족 인간관계 고민 이렇게 하면 돼
28814,[연애운] 결혼까지 함께 할 나의 연인
21703,[행운 룰렛] 타고난 부(富): 내 사주로 평생 모을 재산은?
-,[스킬 정보 없음] 블록: 연애능력_인트로 (블록 ID: 850795)
35033,재회운 풀이: 그 사람도 나 보고 싶을까?
34049,재회 속마음: 다시 만나도 될까?
31874,8월의 연애운 💝
56086,{{이름}}님 관상에 보이는 결혼수: 상대 & 시기
36594,[사전 예약] 2개 구매자 추가 할인
30025,짝사랑 이루어질까? | 융나
37408,연락 없는 이유와 진짜 진심
27187,[협력유통] 그 사람 속마음 [심화편] | 타로아
31812,날 바라볼 때 그대의 마음은 어떤 말을 하나요?
41007,속마음 타로:그 남자가 당신에게 감춘 비밀스러운 생각들
32974,이성들이 보는 나의 첫인상&매력
26585,재회운2 그 사람의 새로운 연애운은?
35009,속마음: 그 사람이 숨긴 4가지 진심은?
36191,우리 예전으로 다시 돌아갈 수 있을까?🙏🏻#샐리타로
34120,11카드: 찐 연애 매력 + 날 좋아하는 사람
38431,지금 남몰래 당신을 좋아하고 있는 사람💕
26463,우리는 재회 할까요?
32129,곧 나에게 다가올 사랑은?(사랑하고싶어!!) ❤️#아이비스타로
26352,[솔로 연애운] 이번 주 나의 연애운은?
30316,썸 타는 사람과 앞으로 어떨까?
32531,<인연운> 나에게 사랑이 올까요?!
-,[스킬 정보 없음] 블록: 찻점_제한 (블록 ID: 353988)
33627,"솔탈 일지: 언제, 어디서, 누구와 할까?"
30021,그 사람과 내가 결혼할 확률은? | 융나
46615,"날 짝사랑하는 사람은 누굴까? 내게 보낼 시그널, 대사 등 5종세트"
36931,그사람과 너의 미래를 알려주마. 나는 그사람을 잊을  수 없습니다.  🕰️#산신할머니
40152,(업셀링_인생그래프) 사주로 보는 인생 그래프: 일생풀이
32494,그 사람의 진짜 속마음은💗? #반다타로
33358,{{이름}}님에게 새롭게 다가올 인연과 사랑💗
2332,고민 OX 타로
33269,퇴사부터 이직 연봉 협상까지 한 번에 해결하기
26273,그 사람과 다시 만날 수 있을까?
41237,"그 사람의 이상형, 나에대한 속마음, 연인이 되는 방법🩷"
32293,멀어져 가는 그 사람의 속마음
2381,내마음테스트 - 나 너 좋아하냐?
36036,너가 도대체 왜 이러는지 모르겠어! (속마음)🍺🍺#샐리타로
26218,사람들이 생각하는 나의 매력은 무엇일까?
-,[스킬 정보 없음] 블록: 횡재운_반복시 (블록 ID: 319966)
33450,"그 사람, 나에게 진심일까?"
26755,그 사람은 어떤 사람일까?
35175,"다음 연애 언제, 어디서 시작될까? | 오지은"
19090,いい感じのあの人…恋に発展するかな？
25561,감정 카드: 색으로 알아보는 나의 연애 심리
33618,"짝사랑, 도대체 언제 끝날까?"
25467,"내 마음 속, 그사람은 어떤사람일까?"
34741,썸남썸녀 속마음과 앞으로 흐름은?
25828,한 장으로 보는 오늘의 운세
26513,⚡️Yes or No? 할지 말지 고민될 때!
26611,솔로탈출 원해? 내가 솔로운 매운맛!
37146,"그 사람, 내가 유혹할 수 있을까?"
25975,나 오늘부터 썸을 한 번 타 볼 거야
25965,썸 그만 타고 우리 LOVE하자💖💖
40412,2024년 5월 연애운+속마음
30181,"두사람 중, 누굴 선택해야 좋을까?"
42589,나와 이어질 새로운 인연은?
37309,🚫❤️금지된 사랑을 하는 '나' 🚫❤️#산신할머니
36353,[깜짝 타임세일B] 그 사람과 나의 결혼 궁합
27189,사주오행 활용: 내가 갑이 되는 연애법_결제
34050,"그 사람, 재회 원할까? 다시 연애한다면"
28374,사주로 보는 연애성향
25457,"내가 하고자 하는 일, 잘 될까?"
41072,(추천할인) 사주로 보는 자녀교육: 우리 아이 어떻게 키울까?
31474,곧 나에게 다가올 사랑은 누굴까❓
30682,[얼리버드] 어스팩트가 보여주는 우리의 궁합
34121,사주팔자 10월달 뜻밖의 행운의 날
42035,[창광_24하반기] 3개 구매자 추가 할인
33362,그대 마음 속에 난 어떤 감정으로 담겨있나요?
35169,심층 궁합: 그 사람과 사귀면 어떨까? | 오지은
